doi	title	journal	year	publisher	authors	url	publication_type	nature_portfolio	query_ids	sources
10.1093/bioinformatics/btaf165	DeepProtein: deep learning library and benchmark for protein sequence learning	Bioinformatics	2025	Oxford University Press (OUP)	Xie, Jiaqing; Li, Yuqiang; Fu, Tianfan	https://doi.org/10.1093/bioinformatics/btaf165	journal-article	false	sequence_to_function	crossref
10.1186/s13059-025-03738-9	DelSIEVE: cell phylogeny modeling of single nucleotide variants and deletions from single-cell DNA sequencing data	Genome Biology	2025	Springer Science and Business Media LLC	Kang, Senbai; Borgsmüller, Nico; Valecha, Monica; Markowska, Magda; Kuipers, Jack; Beerenwinkel, Niko; Posada, David; Szczurek, Ewa	https://doi.org/10.1186/s13059-025-03738-9	journal-article	false	hyenadna_exact;nucleotide_tokenizer	crossref
10.1016/j.csl.2024.101700	Demystifying large language models in second language development research	Computer Speech &amp; Language	2025	Elsevier BV	Cong, Yan	https://doi.org/10.1016/j.csl.2024.101700	journal-article	false	maize_variant_exact	crossref
10.3390/electronics14224415	Deployable Machine Learning on MIMIC-IV: Leakage-Safe Prediction and Calibration for Incident Diabetes	Electronics	2025	MDPI AG	Della Corte, Antonio; Barbierato, Enrico; Gatti, Alice	https://doi.org/10.3390/electronics14224415	journal-article	false	homology_leakage	crossref
10.1186/s13059-025-03837-7	Differential LTR-retrotransposon dynamics across polyploidization, speciation, domestication, and improvement of cotton (Gossypium)	Genome Biology	2025	Springer Science and Business Media LLC	Campos-Dominguez, Lucía; Castanera, Raúl; Grover, Corrinne E.; Wendel, Jonathan F.; Casacuberta, Josep M.	https://doi.org/10.1186/s13059-025-03837-7	journal-article	false	grover	crossref
10.3390/bioengineering12101098	Disease-Specific Prediction of Missense Variant Pathogenicity with DNA Language Models and Graph Neural Networks	Bioengineering	2025	MDPI AG	Ghadie, Mohamed; Sardaar, Sameer; Trakadis, Yannis	https://doi.org/10.3390/bioengineering12101098	journal-article	false	alphagenome;gpn_exact;variant_effect	crossref
10.1016/j.jml.2025.104645	Dissociable frequency effects attenuate as large language model surprisal predictors improve	Journal of Memory and Language	2025	Elsevier BV	Oh, Byung-Doh; Schuler, William	https://doi.org/10.1016/j.jml.2025.104645	journal-article	false	agront_exact	crossref
10.1021/acscatal.5c06431	Distilling Knowledge from Catalysis Literature with Long-Context Large Language Model Agents	ACS Catalysis	2025	American Chemical Society (ACS)	Chen, Honghao; Liu, Hongxuan; Tew, Yishen; Ren, Xiaotian; Tang, Xiaojin; Wang, Xiaonan	https://doi.org/10.1021/acscatal.5c06431	journal-article	false	phage_long_context	crossref
10.1080/26895293.2025.2575203	"Diversity of repetitive elements in
                    <i>Rutaceae</i>
                    : implications for genome structure and potential phylogenetic signal"	All Life	2025	Informa UK Limited	Monakhos, Mikhail; Ulyanov, Daniil; Korobkova, Varvara; Smotrova, Yuliya; Romanov, Dmitry	https://doi.org/10.1080/26895293.2025.2575203	journal-article	false	evo2_exact	crossref
10.3389/fgeed.2025.1589431	DNA-free CRISPR genome editing in raspberry (Rubus idaeus) protoplast through RNP-mediated transfection	Frontiers in Genome Editing	2025	Frontiers Media SA	Creeth, Ryan; Thompson, Andrew; Kevei, Zoltan	https://doi.org/10.3389/fgeed.2025.1589431	journal-article	false	dna_genome_language_model	crossref
10.1016/j.fsigen.2024.103215	DNA methylation-based age estimation from semen: Genome-wide marker identification and model development	Forensic Science International: Genetics	2025	Elsevier BV	Li, Ya; Liu, Xiaozhao; Chen, Maomin; Yi, Shaohua; He, Ximiao; Xiao, Chao; Huang, Daixin	https://doi.org/10.1016/j.fsigen.2024.103215	journal-article	false	gpn_msa	crossref
10.1038/s41439-025-00332-0	DNA methylation data from Japanese patients with Rubinstein–Taybi syndrome	Human Genome Variation	2025	Springer Science and Business Media LLC	Kawai, Tomoko; Aoki, Taiga; Nakabayashi, Kazuhiko; Hata, Kenichiro; Kaname, Tadashi; Kosaki, Rika	https://doi.org/10.1038/s41439-025-00332-0	journal-article	false	grover	crossref
10.1038/s41598-024-84105-9	DNA promoter task-oriented dictionary mining and prediction model based on natural language technology	Scientific Reports	2025	Springer Science and Business Media LLC	Zeng, Ruolei; Li, Zihan; Li, Jialu; Zhang, Qingchuan	https://doi.org/10.1038/s41598-024-84105-9	journal-article	true	variant_effect	crossref
10.2306/scienceasia1513-1874.2025.s005	"DNA protection epigenetic marks: ""Youth-associated genomic stabilization DNA gaps"" (youth-DNA-gaps)"	ScienceAsia	2025	Science Society of Thailand	Watcharanurak, Papitchaya; Mutirangura, Apiwat	https://doi.org/10.2306/scienceasia1513-1874.2025.s005	journal-article	false	genome_scaling	crossref
10.7868/s3034510325110146	DNA Repair in Ensuring Genome Stability and Human Health	Генетика / Russian Journal of Genetics	2025	Akademizdatcenter Nauka	Rechkunova, N. I.; Lavrik, O. I.	https://doi.org/10.7868/s3034510325110146	journal-article	false	grover	crossref
10.1007/s10528-025-11231-y	DNA Sequence Perplexity Reveals Evolutionarily Conserved Patterns in cis-Regulatory Regions Across Diverse Species	Biochemical Genetics	2025	Springer Science and Business Media LLC	Gummadi, Aruna Sesha Chandrika; Yella, Venkata Rajesh	https://doi.org/10.1007/s10528-025-11231-y	journal-article	false	alphagenome;regulatory_genomics	crossref
10.1093/bioinformatics/btaf188	DNABERT-S: pioneering species differentiation with species-aware DNA embeddings	Bioinformatics	2025	Oxford University Press (OUP)	Zhou, Zhihan; Wu, Weimin; Ho, Harrison; Wang, Jiayi; Shi, Lizhen; Davuluri, Ramana V; Wang, Zhong; Liu, Han	https://doi.org/10.1093/bioinformatics/btaf188	journal-article	false	dnabert2;dnabert2_exact;species_aware_exact	crossref
10.1002/sta4.70060	Does a Large Language Model Really Speak in Human‐Like Language?	Stat	2025	Wiley	Park, Mose; Choi, Yunjin; Jeon, Jong‐June	https://doi.org/10.1002/sta4.70060	journal-article	false	agront_exact	crossref
10.1609/aaai.v39i2.32140	Does GPT Really Get It? A Hierarchical Scale to Quantify Human and AI’s Understanding of Algorithms	Proceedings of the AAAI Conference on Artificial Intelligence	2025	Association for the Advancement of Artificial Intelligence (AAAI)	Reid, Mirabel; Vempala, Santosh S.	https://doi.org/10.1609/aaai.v39i2.32140	journal-article	false	omnireg_gpt	crossref
10.1007/s10462-025-11326-3	Don’t push the button! Exploring data leakage risks in machine learning and transfer learning	Artificial Intelligence Review	2025	Springer Science and Business Media LLC	Apicella, Andrea; Isgrò, Francesco; Prevete, Roberto	https://doi.org/10.1007/s10462-025-11326-3	journal-article	false	homology_leakage	crossref
10.1016/j.compbiolchem.2025.108392	DTF-diffusion: A 3D equivariant diffusion generation model based on ligand-target information fusion	Computational Biology and Chemistry	2025	Elsevier BV	Wang, Jianxin; Zhu, Yongxin; Liu, Yushuang; Yu, Bin	https://doi.org/10.1016/j.compbiolchem.2025.108392	journal-article	false	reverse_complement	crossref
10.1161/circgen.124.004895	Dysmorphology-Based Prediction Model for Genetic Disorders in Infants With Congenital Heart Disease	Circulation: Genomic and Precision Medicine	2025	Ovid Technologies (Wolters Kluwer Health)	Helm, Benjamin M.; Wetherill, Leah; Landis, Benjamin J.; Ware, Stephanie M.	https://doi.org/10.1161/circgen.124.004895	journal-article	false	genomic_foundation_model	crossref
10.1016/j.csl.2024.101741	ECDG-DST: A dialogue state tracking model based on efficient context and domain guidance for smart dialogue systems	Computer Speech &amp; Language	2025	Elsevier BV	Zhu, Meng; Xu, Xiaolong	https://doi.org/10.1016/j.csl.2024.101741	journal-article	false	phage_long_context	crossref
10.1002/tpg2.70025	Editorial Board	The Plant Genome	2025	Wiley		https://doi.org/10.1002/tpg2.70025	journal-article	false	agront;plantcaduceus	crossref
10.1002/tpg2.70077	Editorial Board	The Plant Genome	2025	Wiley		https://doi.org/10.1002/tpg2.70077	journal-article	false	agront;plantcaduceus	crossref
10.1002/tpg2.70130	Editorial Board	The Plant Genome	2025	Wiley		https://doi.org/10.1002/tpg2.70130	journal-article	false	agront;plantcaduceus	crossref
10.1016/s0024-6301(25)00006-8	Editorial Board	Long Range Planning	2025	Elsevier BV		https://doi.org/10.1016/s0024-6301(25)00006-8	journal-article	false	caduceus;caduceus_exact;enformer;hyenadna;hyenadna_exact	crossref
10.1016/s0024-6301(25)00022-6	Editorial Board	Long Range Planning	2025	Elsevier BV		https://doi.org/10.1016/s0024-6301(25)00022-6	journal-article	false	caduceus;caduceus_exact;hyenadna;hyenadna_exact	crossref
10.1016/s0024-6301(25)00060-3	Editorial Board	Long Range Planning	2025	Elsevier BV		https://doi.org/10.1016/s0024-6301(25)00060-3	journal-article	false	caduceus_exact;hyenadna	crossref
10.1016/s0024-6301(25)00070-6	Editorial Board	Long Range Planning	2025	Elsevier BV		https://doi.org/10.1016/s0024-6301(25)00070-6	journal-article	false	caduceus_exact;hyenadna	crossref
10.1016/s0024-6301(25)00079-2	Editorial Board	Long Range Planning	2025	Elsevier BV		https://doi.org/10.1016/s0024-6301(25)00079-2	journal-article	false	caduceus_exact;hyenadna	crossref
10.1016/s0024-6301(25)00099-8	Editorial Board	Long Range Planning	2025	Elsevier BV		https://doi.org/10.1016/s0024-6301(25)00099-8	journal-article	false	caduceus;caduceus_exact;hyenadna;hyenadna_exact	crossref
10.1002/advs.202407664	Effective Gene Expression Prediction and Optimization from Protein Sequences	Advanced Science	2025	Wiley	Liu, Tuoyu; Zhang, Yiyang; Li, Yanjun; Xu, Guoshun; Gao, Han; Wang, Pengtao; Tu, Tao; Luo, Huiying; Wu, Ningfeng; Yao, Bin; Liu, Bo; Guan, Feifei; Huang, Huoqing; Tian, Jian	https://doi.org/10.1002/advs.202407664	journal-article	false	enformer	crossref
10.1103/cwdt-dj6z	Effective-Range Expansion with a Long-Range Force	Physical Review Letters	2025	American Physical Society (APS)	Du, Meng-Lin; Guo, Feng-Kun; Wu, Bing	https://doi.org/10.1103/cwdt-dj6z	journal-article	false	enformer	crossref
10.3390/sym17030461	Efficient Coastal Mangrove Species Recognition Using Multi-Scale Features Enhanced by Multi-Head Attention	Symmetry	2025	MDPI AG	Guo, Shaolin; Wang, Yixuan; Tan, Yin; Liu, Tonglai; Qin, Qin	https://doi.org/10.3390/sym17030461	journal-article	false	dnabert2;dnabert2_exact	crossref
10.1038/s41524-025-01535-3	Efficient equivariant model for machine learning interatomic potentials	npj Computational Materials	2025	Springer Science and Business Media LLC	Yang, Ziduo; Wang, Xian; Li, Yifan; Lv, Qiujie; Chen, Calvin Yu-Chian; Shen, Lei	https://doi.org/10.1038/s41524-025-01535-3	journal-article	false	reverse_complement	crossref
10.1007/s00428-025-04351-8	Efficient finetuning of foundation model combined with few-shot learning improves pattern recognition in histopathology	Virchows Archiv	2025	Springer Science and Business Media LLC	Jessen, Ayk; Blattgerste, Christoph; Legnar, Maximilian; Popovic, Zoran V.; Porubsky, Stefan; Weis, Cleo-Aron	https://doi.org/10.1007/s00428-025-04351-8	journal-article	false	dnabert2;dnabert2_exact	crossref
10.1007/s10623-025-01580-5	Efficient generation of odd order de Bruijn sequence with the same complement and reverse sequences	Designs, Codes and Cryptography	2025	Springer Science and Business Media LLC	Chang, Zuling; Wang, Qiang	https://doi.org/10.1007/s10623-025-01580-5	journal-article	false	reverse_complement	crossref
10.2139/ssrn.5402224	Efficient Inference via Multi-Tier Routing of Large Language Model Queries	SSRN Electronic Journal	2025	Elsevier BV	Tanjeloff, Zak	https://doi.org/10.2139/ssrn.5402224	journal-article	false	dnabert2;dnabert2_exact	crossref
10.22331/q-2025-01-15-1597	Efficient Learning of Long-Range and Equivariant Quantum Systems	Quantum	2025	Verein zur Forderung des Open Access Publizierens in den Quantenwissenschaften	Šmíd, Štěpán; Bondesan, Roberto	https://doi.org/10.22331/q-2025-01-15-1597	journal-article	false	caduceus;caduceus_exact	crossref
10.1007/s44179-025-00302-5	Einsatz von Large Language Models in der Anästhesie und Intensivmedizin	Anästhesie Nachrichten	2025	Springer Science and Business Media LLC	Kimberger, Oliver; Rodemund, Niklas; Maleczek, Mathias	https://doi.org/10.1007/s44179-025-00302-5	journal-article	false	maize_variant_exact	crossref
10.1016/j.iswa.2025.200560	Emotion recognition and forecasting from wearable data via cluster-guided attention with cross-species pretraining	Intelligent Systems with Applications	2025	Elsevier BV	Kim, Wonjik; Kutsuzawa, Gaku; Maruyama, Michiyo	https://doi.org/10.1016/j.iswa.2025.200560	journal-article	false	cross_species	crossref
10.1007/s11227-025-07418-0	Energy-efficient multi-static sink model for wireless sensor network	The Journal of Supercomputing	2025	Springer Science and Business Media LLC	Joshi, Divya; Jha, Vivekanand	https://doi.org/10.1007/s11227-025-07418-0	journal-article	false	dnabert2;dnabert2_exact	crossref
10.63337/term.2025.47795	Enhancing Application Resiliency with Large Language Models	The Edge Review	2025	Meridian Pulse LLC	Khanvilkar, Kunal	https://doi.org/10.63337/term.2025.47795	journal-article	false	maize_variant_exact	crossref
10.47191/etj/v10i01.12	Enhancing Educational QA Systems: Integrating Knowledge Graphs and Large Language Models for Context-Aware Learning	Engineering and Technology Journal	2025	Everant Journals	Kok Arslan, Ayse	https://doi.org/10.47191/etj/v10i01.12	journal-article	false	species_aware_exact	crossref
10.1038/s42003-025-07902-6	Enhancing nucleotide sequence representations in genomic analysis with contrastive optimization	Communications Biology	2025	Springer Science and Business Media LLC	Refahi, Mohammadsaleh; Sokhansanj, Bahrad A.; Mell, Joshua C.; Brown, James R.; Yoo, Hyunwoo; Hearne, Gavin; Rosen, Gail L.	https://doi.org/10.1038/s42003-025-07902-6	journal-article	true	hyenadna_exact	crossref
10.3390/pr13051519	Enhancing Pipeline Leakage Detection Through Multi-Algorithm Fusion with Machine Learning	Processes	2025	MDPI AG	Liu, Yuan; Xie, Wenhao; Guo, Qiao; Wang, Shouxi	https://doi.org/10.3390/pr13051519	journal-article	false	homology_leakage	crossref
10.53555/aj28c016	ENHANCING PROTEIN STRUCTURE AND FUNCTION PREDICTION THROUGH DEEP MULTIPLE SEQUENCE ALIGNMENTS	Journal of Population Therapeutics &amp; Clinical Pharmacology	2025	Green Publication	Kulkarni, Dr. Sandeep	https://doi.org/10.53555/aj28c016	journal-article	false	sequence_to_function	crossref
10.52768/3067-7947/1023	Enhancing the accuracy of GPT models in kidney stone diagnosis A comparison and optimization of GPT 3.5 and GPT 4.0	Journal of Artificial Intelligence &amp; Robotics	2025	Open Source Publications	Zeng, Haoyang	https://doi.org/10.52768/3067-7947/1023	journal-article	false	omnireg_gpt	crossref
10.1139/gen-2024-0031	Environmental DNA detection of the male mitochondrial genome of freshwater mussels (Unionidae)	Genome	2025	Canadian Science Publishing	Marshall, Nathaniel T.; Symonds, Daniel E.; Fleece, W. Cody	https://doi.org/10.1139/gen-2024-0031	journal-article	false	dna_genome_language_model	crossref
10.1016/j.csbj.2024.12.015	EquiRank: Improved protein-protein interface quality estimation using protein language-model-informed equivariant graph neural networks	Computational and Structural Biotechnology Journal	2025	American Association for the Advancement of Science (AAAS)	Shuvo, Md Hossain; Bhattacharya, Debswapna	https://doi.org/10.1016/j.csbj.2024.12.015	journal-article	false	reverse_complement	crossref
10.2140/agt.2025.25.5137	Equivariant double-slice genus, stabilization, and equivariant stabilization	Algebraic &amp; Geometric Topology	2025	Mathematical Sciences Publishers	Gabbard, Malcolm	https://doi.org/10.2140/agt.2025.25.5137	journal-article	false	reverse_complement	crossref
10.1145/3735647	Evaluating GPT-4’s Semantic Understanding of Obstetric-based Healthcare Text through Nurse Ruth	ACM Transactions on Intelligent Systems and Technology	2025	Association for Computing Machinery (ACM)	Pope, Tia; Gilbertson-White, Stephanie; Patooghy, Ahmad	https://doi.org/10.1145/3735647	journal-article	false	omnireg_gpt	crossref
10.1002/edn3.70057	Evaluating the Effectiveness of Sodium Hypochlorite for Genomic <scp>DNA</scp> Decontamination	Environmental DNA	2025	Wiley	de Silva Wijeyeratne, Ashinsa; Gweon, Hyun S.	https://doi.org/10.1002/edn3.70057	journal-article	false	genome_scaling	crossref
