doi	title	journal	year	publisher	authors	url	publication_type	nature_portfolio	query_ids	sources
10.1016/j.jbc.2024.107918	DNA polymerase ζ has robust reverse transcriptase activity relative to other cellular DNA polymerases	Journal of Biological Chemistry	2024	Elsevier BV	Mayle, Ryan; Holloman, William K.; O’Donnell, Michael E.	https://doi.org/10.1016/j.jbc.2024.107918	journal-article	false	reverse_complement	crossref
10.1016/j.dnarep.2024.103645	DNA polymerase λ Loop1 variant yields unexpected gain-of-function capabilities in nonhomologous end-joining	DNA Repair	2024	Elsevier BV	Kaminski, Andrea M.; Chiruvella, Kishore K.; Ramsden, Dale A.; Bebenek, Katarzyna; Kunkel, Thomas A.; Pedersen, Lars C.	https://doi.org/10.1016/j.dnarep.2024.103645	journal-article	false	variant_effect	crossref
10.1186/s13059-024-03184-z	DNA satellite and chromatin organization at mouse centromeres and pericentromeres	Genome Biology	2024	Springer Science and Business Media LLC	Packiaraj, Jenika; Thakur, Jitendra	https://doi.org/10.1186/s13059-024-03184-z	journal-article	false	dna_genome_language_model	crossref
10.1007/s40279-024-02006-3	Dose–Response Modelling of Resistance Exercise Across Outcome Domains in Strength and Conditioning: A Meta-analysis	Sports Medicine	2024	Springer Science and Business Media LLC	Swinton, Paul Alan; Schoenfeld, Brad J.; Murphy, Andrew	https://doi.org/10.1007/s40279-024-02006-3	journal-article	false	evo2_exact	crossref
10.3390/data9030040	Draft Genome Sequence of Bacillus thuringiensis INTA 103-23 Reveals Its Insecticidal Properties: Insights from the Genomic Sequence	Data	2024	MDPI AG	Palma, Leopoldo; Ortiz, Leila; Niz, José; Berretta, Marcelo; Sauka, Diego	https://doi.org/10.3390/data9030040	journal-article	false	omnireg_gpt	crossref
10.1093/bioinformatics/btae197	DrivR-Base: a feature extraction toolkit for variant effect prediction model construction	Bioinformatics	2024	Oxford University Press (OUP)	Francis, Amy; Campbell, Colin; Gaunt, Tom R	https://doi.org/10.1093/bioinformatics/btae197	journal-article	false	alphagenome;variant_effect	crossref
10.14806/ej.29.0.1037	Ds-Seq: an integrated pipeline for in silico small RNA sequence analysis for host-pathogen interaction studies	EMBnet.journal	2024	EMBnet Stichting	Olagunju, Temitayo Adebanji; Makolo, Angela Uche; Gisel, Andreas	https://doi.org/10.14806/ej.29.0.1037	journal-article	false	borzoi	crossref
10.3390/genes15060740	Dual-Model GWAS Analysis and Genomic Selection of Maize Flowering Time-Related Traits	Genes	2024	MDPI AG	Fan, Zehui; Lin, Shaohang; Jiang, Jiale; Zeng, Yukang; Meng, Yao; Ren, Jiaojiao; Wu, Penghao	https://doi.org/10.3390/genes15060740	journal-article	false	plantgfm_exact	crossref
10.1186/s13321-024-00893-2	EC-Conf: A ultra-fast diffusion model for molecular conformation generation with equivariant consistency	Journal of Cheminformatics	2024	Springer Science and Business Media LLC	Fan, Zhiguang; Yang, Yuedong; Xu, Mingyuan; Chen, Hongming	https://doi.org/10.1186/s13321-024-00893-2	journal-article	false	reverse_complement	crossref
10.54254/2755-2721/41/20230753	Edge impulse-based pretrained neural network for diagnosing COVID-19	Applied and Computational Engineering	2024	EWA Publishing	Gao, Wenbin	https://doi.org/10.54254/2755-2721/41/20230753	journal-article	false	gpn_plants	crossref
10.1002/tpg2.20354	Editorial Board	The Plant Genome	2024	Wiley		https://doi.org/10.1002/tpg2.20354	journal-article	false	agront;plantcaduceus	crossref
10.1002/tpg2.20355	Editorial Board	The Plant Genome	2024	Wiley		https://doi.org/10.1002/tpg2.20355	journal-article	false	agront;plantcaduceus	crossref
10.1002/tpg2.20356	Editorial Board	The Plant Genome	2024	Wiley		https://doi.org/10.1002/tpg2.20356	journal-article	false	agront;plantcaduceus	crossref
10.1002/tpg2.20357	Editorial Board	The Plant Genome	2024	Wiley		https://doi.org/10.1002/tpg2.20357	journal-article	false	agront;plantcaduceus	crossref
10.1016/s0024-6301(24)00007-4	Editorial Board	Long Range Planning	2024	Elsevier BV		https://doi.org/10.1016/s0024-6301(24)00007-4	journal-article	false	caduceus;caduceus_exact;enformer;hyenadna;hyenadna_exact	crossref
10.1016/s0024-6301(24)00020-7	Editorial Board	Long Range Planning	2024	Elsevier BV		https://doi.org/10.1016/s0024-6301(24)00020-7	journal-article	false	caduceus;caduceus_exact;enformer;hyenadna;hyenadna_exact	crossref
10.1016/s0024-6301(24)00032-3	Editorial Board	Long Range Planning	2024	Elsevier BV		https://doi.org/10.1016/s0024-6301(24)00032-3	journal-article	false	caduceus_exact;hyenadna	crossref
10.1016/s0024-6301(24)00046-3	Editorial Board	Long Range Planning	2024	Elsevier BV		https://doi.org/10.1016/s0024-6301(24)00046-3	journal-article	false	caduceus_exact;enformer;hyenadna;hyenadna_exact	crossref
10.1016/s0024-6301(24)00058-x	Editorial Board	Long Range Planning	2024	Elsevier BV		https://doi.org/10.1016/s0024-6301(24)00058-x	journal-article	false	caduceus_exact;hyenadna	crossref
10.1016/s0024-6301(24)00077-3	Editorial Board	Long Range Planning	2024	Elsevier BV		https://doi.org/10.1016/s0024-6301(24)00077-3	journal-article	false	caduceus;caduceus_exact;hyenadna;hyenadna_exact	crossref
10.1075/langct.00062.mia	Editors’ note	Language, Context and Text. The Social Semiotics Forum	2024	John Benjamins Publishing Company		https://doi.org/10.1075/langct.00062.mia	journal-article	false	phage_long_context	crossref
10.33425/2689-1077.1023	Effect of a LINE 1 DNA Sequence on Expression of Long Human Genes	Genetics &amp; Molecular Medicine	2024	SciVision Publishers LLC	Brown, Jay C	https://doi.org/10.33425/2689-1077.1023	journal-article	false	caduceus_exact	crossref
10.1089/bio.2022.0045	Effects of Repeated Freeze and Thaw Cycles on the Genome-Wide DNA Methylation Profile of Isolated Genomic DNA	Biopreservation and Biobanking	2024	SAGE Publications	Kopfnagel, Verena; Klopp, Norman; Bernemann, Inga; Nizhegorodtseva, Nataliia; Wilson, Rory; Gronauer, Raphael; Seifert, Martin; Illig, Thomas	https://doi.org/10.1089/bio.2022.0045	journal-article	false	gpn_exact	crossref
10.1021/acs.jcim.4c00339	Effects of the Y432S Cancer-Associated Variant on the Reaction Mechanism of Human DNA Polymerase κ	Journal of Chemical Information and Modeling	2024	American Chemical Society (ACS)	Maghsoud, Yazdan; Roy, Arkanil; Leddin, Emmett M.; Cisneros, G. Andrés	https://doi.org/10.1021/acs.jcim.4c00339	journal-article	false	variant_effect	crossref
10.57030/jve.370301.3	EFFICIENCY IMPROVEMENT IN REVERSE LOGISTICS ON CLOTHING RENTAL MODEL	Vibration Engineering	2024	Influential Scholarly Research Publication		https://doi.org/10.57030/jve.370301.3	journal-article	false	reverse_complement	crossref
10.1111/dgd.12910	Efficient detection of single nucleotide variants in targeted genomic loci	Development, Growth &amp; Differentiation	2024	Wiley	Sone, Ryota; Fujimaki, Saori; Kawahara, Atsuo	https://doi.org/10.1111/dgd.12910	journal-article	false	hyenadna_exact	crossref
10.1007/s00761-024-01481-7	Einsatzmöglichkeiten von „large language models“ in der Onkologie	Die Onkologie	2024	Springer Science and Business Media LLC	Loeffler, Chiara M.; Bressem, Keno K.; Truhn, Daniel	https://doi.org/10.1007/s00761-024-01481-7	journal-article	false	maize_variant_exact	crossref
10.35741/issn.0258-2724.59.2.26	EMPIRICAL STUDY OF DOMAIN-ADAPTED PRETRAINING AND CROSS-LINGUAL TRANSFER FOR PROGRAMMING LANGUAGE UNDERSTANDING USING THE DOLMA STACK CODE SUBSET	Journal of Southwest Jiaotong University	2024	Southwest Jiaotong University	Guerrero, Luis Eduardo Muñoz; Ceballos, Yony Fernando; Rojas, Luis David Trejos	https://doi.org/10.35741/issn.0258-2724.59.2.26	journal-article	false	cross_species	crossref
10.1016/j.nlp.2024.100072	Enabling action crossmodality for a pretrained large language model	Natural Language Processing Journal	2024	Elsevier BV	Caesar, Anton; Özdemir, Ozan; Weber, Cornelius; Wermter, Stefan	https://doi.org/10.1016/j.nlp.2024.100072	journal-article	false	agront_exact	crossref
10.2139/ssrn.4686345	Energy Social Surveys Replicated with Large Language Model Agents	SSRN Electronic Journal	2024	Elsevier BV	Fell, Michael	https://doi.org/10.2139/ssrn.4686345	journal-article	false	agront_exact	crossref
10.1016/j.stress.2024.100650	Engineering biotic stress tolerance via CRISPR-Cas mediated genome editing in crop plants	Plant Stress	2024	Elsevier BV	Hussain, Amjad; Munir, Mamoona; Khalid, Awais; Ali, Musrat; Amanullah, Mohammed; Ali, Qurban; Manghwar, Hakim	https://doi.org/10.1016/j.stress.2024.100650	journal-article	false	plant_crop	crossref
10.3390/electronics13101996	Enhanced Sequence-to-Sequence Deep Transfer Learning for Day-Ahead Electricity Load Forecasting	Electronics	2024	MDPI AG	Laitsos, Vasileios; Vontzos, Georgios; Tsiovoulos, Apostolos; Bargiotas, Dimitrios; Tsoukalas, Lefteri H.	https://doi.org/10.3390/electronics13101996	journal-article	false	sequence_to_function	crossref
10.1016/j.xhgg.2024.100347	Enhancing personalized gene expression prediction from DNA sequences using genomic foundation models	Human Genetics and Genomics Advances	2024	Elsevier BV	Ramprasad, Pratik; Pai, Nidhi; Pan, Wei	https://doi.org/10.1016/j.xhgg.2024.100347	journal-article	false	genomic_foundation_model;nucleotide_transformer	crossref
10.1093/bioinformatics/btae447	Enhancing predictions of protein stability changes induced by single mutations using MSA-based language models	Bioinformatics	2024	Oxford University Press (OUP)	Cuturello, Francesca; Celoria, Marco; Ansuini, Alessio; Cazzaniga, Alberto	https://doi.org/10.1093/bioinformatics/btae447	journal-article	false	maize_variant_exact	crossref
10.1093/neuonc/noae165.0042	EPCO-43. DECONVOLUTION OF GLIOBLASTOMA RNA-SEQ REVEALS IMMUNE SUBPOPULATIONS PREDICTING THERAPEUTIC RESPONSE	Neuro-Oncology	2024	Oxford University Press (OUP)	Rauf, Asad; Ahluwalia, Manmeet; Dhawan, Andrew	https://doi.org/10.1093/neuonc/noae165.0042	journal-article	false	borzoi	crossref
10.1186/s13059-024-03449-7	EpiGePT: a pretrained transformer-based language model for context-specific human epigenomics	Genome Biology	2024	Springer Science and Business Media LLC	Gao, Zijing; Liu, Qiao; Zeng, Wanwen; Jiang, Rui; Wong, Wing Hung	https://doi.org/10.1186/s13059-024-03449-7	journal-article	false	agront;dna_genome_language_model;grover;long_context_genome	crossref
10.1007/s12220-024-01796-2	Equivariant Kähler model for Fujiki’s class	The Journal of Geometric Analysis	2024	Springer Science and Business Media LLC	Jia, Jia; Meng, Sheng	https://doi.org/10.1007/s12220-024-01796-2	journal-article	false	reverse_complement	crossref
10.1016/j.jalgebra.2024.05.018	Equivariant log-concavity and equivariant Kähler packages	Journal of Algebra	2024	Elsevier BV	Gui, Tao; Xiong, Rui	https://doi.org/10.1016/j.jalgebra.2024.05.018	journal-article	false	reverse_complement	crossref
10.1142/s0129167x2450006x	Equivariant spectral flow and equivariant η-invariants on manifolds with boundary	International Journal of Mathematics	2024	World Scientific Pub Co Pte Ltd	Lim, Johnny; Wang, Hang	https://doi.org/10.1142/s0129167x2450006x	journal-article	false	reverse_complement	crossref
10.1002/tpg2.20406	Erratum to: Fertilization of grapevine based on gene expression	The Plant Genome	2024	Wiley		https://doi.org/10.1002/tpg2.20406	journal-article	false	agront;plantcaduceus	crossref
10.1186/s12864-024-09958-w	Essential genes identification model based on sequence feature map and graph convolutional neural network	BMC Genomics	2024	Springer Science and Business Media LLC	Hu, Wenxing; Li, Mengshan; Xiao, Haiyang; Guan, Lixin	https://doi.org/10.1186/s12864-024-09958-w	journal-article	false	regulatory_genomics	crossref
10.1007/s12672-024-01092-z	Establishment and validation of a novel CD8+ T cell-associated prognostic signature for predicting clinical outcomes and immunotherapy response in hepatocellular carcinoma via integrating single-cell RNA-seq and bulk RNA-seq	Discover Oncology	2024	Springer Science and Business Media LLC	Qu, Caihao; Yan, Xin; Wei, Yujie; Tang, Futian; Li, Yumin	https://doi.org/10.1007/s12672-024-01092-z	journal-article	false	borzoi	crossref
10.7717/peerj-cs.2351	Evaluation model design of project construction safety level based on bidirectional recurrent neural network (BiRNN) and bidirectional long short-term memory (BiLSTM)	PeerJ Computer Science	2024	PeerJ	Ge, Ming; Yuan, Yongbo	https://doi.org/10.7717/peerj-cs.2351	journal-article	false	caduceus	crossref
10.31032/ijbpas/2024/13.1.7321	EVALUATION OF A GENOMIC MODEL FOR PLANT GENOME STUDIES	International Journal of Biology, Pharmacy and Allied Sciences	2024	BPAS Publishers LLP		https://doi.org/10.31032/ijbpas/2024/13.1.7321	journal-article	false	agront;plantcaduceus;plantgfm_exact	crossref
10.1186/s13007-024-01250-y	Evaluation of deep learning for predicting rice traits using structural and single-nucleotide genomic variants	Plant Methods	2024	Springer Science and Business Media LLC	Vourlaki, Ioanna-Theoni; Ramos-Onsins, Sebastián E.; Pérez-Enciso, Miguel; Castanera, Raúl	https://doi.org/10.1186/s13007-024-01250-y	journal-article	false	hyenadna_exact	crossref
10.1016/j.aquaculture.2023.740376	Evaluation of machine learning method in genomic selection for growth traits of Pacific white shrimp	Aquaculture	2024	Elsevier BV	Luo, Zheng; Yu, Yang; Bao, Zhenning; Li, Fuhua	https://doi.org/10.1016/j.aquaculture.2023.740376	journal-article	false	homology_leakage	crossref
10.69534/smla/190605	Evaluation of Non-Invasive Wearable Diabetes Sensors	Sensors and Machine Learning Applications	2024	ScienVerse Ltd	Muradova, Piya	https://doi.org/10.69534/smla/190605	journal-article	false	homology_leakage	crossref
10.37669/milliegitim.1130902	Evaluation of the Usability of Social Media in Education in Türkiye with Machine Learning	Milli Eğitim Dergisi	2024	Milli Egitim Bakanligi Milli Egitim Dergisi	PARLAKKILIÇ, Alaattin	https://doi.org/10.37669/milliegitim.1130902	journal-article	false	homology_leakage	crossref
10.1038/s41587-024-02514-7	Evo learns biological complexity from the molecular to genome scale	Nature Biotechnology	2024	Springer Science and Business Media LLC	Marchal, Iris	https://doi.org/10.1038/s41587-024-02514-7	journal-article	true	evo2_exact	crossref
10.1038/s41559-024-02471-z	Evolutionary history of an immune protein conserved across all domains of life	Nature Ecology &amp; Evolution	2024	Springer Science and Business Media LLC		https://doi.org/10.1038/s41559-024-02471-z	journal-article	true	evo2_exact	crossref
10.22514/jomh.2024.184	Explainable stacking ensemble with feature tokenizer transformers for men's diabetes prediction	Journal of Men's Health	2024	MRE Press		https://doi.org/10.22514/jomh.2024.184	journal-article	false	nucleotide_tokenizer	crossref
10.1039/d3ce01263h	"Exploration of elastic moduli of molecular crystals
                    <i>via</i>
                    database screening by pretrained neural network potential"	CrystEngComm	2024	Royal Society of Chemistry (RSC)	Taniguchi, Takuya	https://doi.org/10.1039/d3ce01263h	journal-article	false	gpn_plants	crossref
10.3390/plants13192775	Exploring Novel Genomic Loci and Candidate Genes Associated with Plant Height in Bulgarian Bread Wheat via Multi-Model GWAS	Plants	2024	MDPI AG	Kartseva, Tania; Aleksandrov, Vladimir; Alqudah, Ahmad M.; Schierenbeck, Matías; Tasheva, Krasimira; Börner, Andreas; Misheva, Svetlana	https://doi.org/10.3390/plants13192775	journal-article	false	plantgfm_exact	crossref
10.34190/ecmlg.20.1.2912	Exploring the Contents of Leader Identity Development Across Life Domains	European Conference on Management Leadership and Governance	2024	Academic Conferences and Publishing International Ltd	Cotrim, Felipe; Da Silva Gomes, Jorge Filipe	https://doi.org/10.34190/ecmlg.20.1.2912	journal-article	false	evo2_exact	crossref
10.1002/tpg2.20445	Exploring the genomics of abiotic stress tolerance and crop resilience to climate change	The Plant Genome	2024	Wiley	Varshney, Rajeev K.; Barmukh, Rutwik; Bentley, Alison; Nguyen, Henry T.	https://doi.org/10.1002/tpg2.20445	journal-article	false	plant_crop	crossref
10.1093/nargab/lqae131	Exploring the impact of sequence context on errors in SNP genotype calling with whole genome sequencing data using AI-based autoencoder approach	NAR Genomics and Bioinformatics	2024	Oxford University Press (OUP)	Kotlarz, Krzysztof; Mielczarek, Magda; Biecek, Przemysław; Guldbrandtsen, Bernt; Szyda, Joanna	https://doi.org/10.1093/nargab/lqae131	journal-article	false	long_context_genome	crossref
10.46345/ecel.2025.21.2.001	Exploring the Pedagogical Potential of Generative AI in English Literature Education: Comparative Assessment of Parody Assignments Through Gemini Pro, GPT-3.5, and GPT-4	The Journal of Eighteenth-Century English Literature	2024	The Korean Society for Eighteenth-Century English Literature	Bae, Kyungjin	https://doi.org/10.46345/ecel.2025.21.2.001	journal-article	false	omnireg_gpt	crossref
10.1159/000541563	Exploring the Role of Extrachromosomal Circular DNA in Human Diseases	Cytogenetic and Genome Research	2024	S. Karger AG	Peng, Yali; Tao, Huihui; Wang, Guoying; Wu, Mengyao; Xu, Tinatin; Wen, Chunmei; Zheng, Xuejia; Dai, Yong	https://doi.org/10.1159/000541563	journal-article	false	grover	crossref
10.1002/tpg2.20506	"Exploring the role of
                    <i>FAT</i>
                    genes in
                    <i>Solanaceae</i>
                    species through genome‐wide analysis and genome editing"	The Plant Genome	2024	Wiley	Bahadır, Sibel; Abdulla, Mohamed Farah; Mostafa, Karam; Kavas, Musa; Hacıkamiloğlu, Safa; Kurt, Orhan; Yıldırım, Kubilay	https://doi.org/10.1002/tpg2.20506	journal-article	false	cross_species	crossref
10.3390/dna4020008	Exploring the Roles of Different DNA Repair Proteins in Short Inverted Repeat Mediated Genomic Instability: A Pilot Study	DNA	2024	MDPI AG	Mandke, Pooja; Vasquez, Karen M.	https://doi.org/10.3390/dna4020008	journal-article	false	genome_scaling	crossref
10.1016/j.gene.2023.147955	Expression of miR-22 profiling in colorectal normal-adenoma-carcinoma sequence	Gene	2024	Elsevier BV	Li, Gairui; Zhao, Dan; Peng, Xiaolin; Zhao, Yashuang	https://doi.org/10.1016/j.gene.2023.147955	journal-article	false	enformer	crossref
10.17323/jle.2024.22224	Facilitating Large Language Model Russian Adaptation with Learned Embedding Propagation	Journal of Language and Education	2024	National Research University, Higher School of Economics (HSE)	Tikhomirov, Mikhail; Chernyshov, Daniil	https://doi.org/10.17323/jle.2024.22224	journal-article	false	agront_exact	crossref
10.1016/j.dnarep.2024.103701	FANCM branchpoint translocase: Master of traverse, reverse and adverse DNA repair	DNA Repair	2024	Elsevier BV	Abbouche, Lara; Bythell-Douglas, Rohan; Deans, Andrew J.	https://doi.org/10.1016/j.dnarep.2024.103701	journal-article	false	reverse_complement	crossref
10.1093/nsr/nwae355	Foundation model for comprehensive transcriptional regulation analysis	National Science Review	2024	Oxford University Press (OUP)	Yu, Zhaowei; Zhang, Yong	https://doi.org/10.1093/nsr/nwae355	journal-article	false	genomic_foundation_model	crossref
10.3390/info15090543	From GPT-3.5 to GPT-4.o: A Leap in AI’s Medical Exam Performance	Information	2024	MDPI AG	Kipp, Markus	https://doi.org/10.3390/info15090543	journal-article	false	omnireg_gpt	crossref
10.3390/app14125068	From Large Language Models to Large Multimodal Models: A Literature Review	Applied Sciences	2024	MDPI AG	Huang, Dawei; Yan, Chuan; Li, Qing; Peng, Xiaojiang	https://doi.org/10.3390/app14125068	journal-article	false	maize_variant_exact	crossref
10.1287/mksc.2023.0306	Frontiers: Can Large Language Models Capture Human Preferences?	Marketing Science	2024	Institute for Operations Research and the Management Sciences (INFORMS)	Goli, Ali; Singh, Amandeep	https://doi.org/10.1287/mksc.2023.0306	journal-article	false	species_aware_exact	crossref
10.5376/mgg.2024.15.0028	Functional Genomics Insights into Gene Regulatory Networks in Maize	Maize Genomics and Genetics	2024	Sophia Publishing Group, Inc.	Wang, Liting	https://doi.org/10.5376/mgg.2024.15.0028	journal-article	false	regulatory_genomics	crossref
10.3389/fpls.2024.1396553	Gametocidal genes: from a discovery to the application in wheat breeding	Frontiers in Plant Science	2024	Frontiers Media SA	Said, Mahmoud; Gaál, Eszter; Farkas, András; Molnár, István; Bartoš, Jan; Doležel, Jaroslav; Cabrera, Adoración; Endo, Takashi R.	https://doi.org/10.3389/fpls.2024.1396553	journal-article	false	plantgfm_exact	crossref
10.3390/electronics13234768	Gas Leakage Detection Using Tiny Machine Learning	Electronics	2024	MDPI AG	El Barkani, Majda; Benamar, Nabil; Talei, Hanae; Bagaa, Miloud	https://doi.org/10.3390/electronics13234768	journal-article	false	homology_leakage	crossref
10.1186/s13007-024-01210-6	GeCKO: user-friendly workflows for genotyping complex genomes using target enrichment capture. A use case on the large tetraploid durum wheat genome	Plant Methods	2024	Springer Science and Business Media LLC	Ardisson, Morgane; Girodolle, Johanna; De Mita, Stéphane; Roumet, Pierre; Ranwez, Vincent	https://doi.org/10.1186/s13007-024-01210-6	journal-article	false	agront_exact	crossref
10.20537/2076-7633-2024-16-7-1703-1713	Generating database schema from requirement specification based on natural language processing and large language model	Computer Research and Modeling	2024	Izhevsk Institute of Computer Science	Salem, Nadia; Al-Tarawneh, Khawla; Hudaib, Amjad; Salem, Hamza; Tareef, Afaf; Salloum, Hadi; Mazzara, Manuel	https://doi.org/10.20537/2076-7633-2024-16-7-1703-1713	journal-article	false	agront_exact	crossref
10.1038/s41598-024-72512-x	Generative language models on nucleotide sequences of human genes	Scientific Reports	2024	Springer Science and Business Media LLC	İhtiyar, Musa Nuri; Özgür, Arzucan	https://doi.org/10.1038/s41598-024-72512-x	journal-article	true	nucleotide_transformer	crossref
10.3390/ijms252312516	Genetic Variants Linked to Opioid Addiction: A Genome-Wide Association Study	International Journal of Molecular Sciences	2024	MDPI AG	Panday, Shailesh Kumar; Shankar, Vijay; Lyman, Rachel Ann; Alexov, Emil	https://doi.org/10.3390/ijms252312516	journal-article	false	gpn_msa	crossref
10.7554/elife.93695	Genome-scale annotation of protein binding sites via language model and geometric deep learning	eLife	2024	eLife Sciences Publications, Ltd	Yuan, Qianmu; Tian, Chong; Yang, Yuedong	https://doi.org/10.7554/elife.93695	journal-article	false	agront;dna_genome_language_model;grover	crossref
10.7554/elife.93695.3	Genome-scale annotation of protein binding sites via language model and geometric deep learning	eLife	2024	eLife Sciences Publications, Ltd	Yuan, Qianmu; Tian, Chong; Yang, Yuedong	https://doi.org/10.7554/elife.93695.3	journal-article	false	agront;dna_genome_language_model;grover	crossref
10.1186/s12863-024-01249-3	Genome sequence data of the contemporary fresh-market tomatoes	BMC Genomic Data	2024	Springer Science and Business Media LLC	Kim, Juhee; Lee, Tong Geon	https://doi.org/10.1186/s12863-024-01249-3	journal-article	false	omnireg_gpt	crossref
10.1093/sleep/zsae116	Genome wide association study gateway—transitioning variants from association to causality in complex diseases	SLEEP	2024	Oxford University Press (OUP)	Zhao, Chen	https://doi.org/10.1093/sleep/zsae116	journal-article	false	gpn_msa	crossref
10.1007/s00404-024-07400-w	Genome-wide association study (GWAS) identified PCOS susceptibility variants and replicates reported risk variants	Archives of Gynecology and Obstetrics	2024	Springer Science and Business Media LLC	Sharma, Priya; Senapati, Sabyasachi; Goyal, Lajya Devi; Kaur, Balpreet; Kamra, Pooja; Khetarpal, Preeti	https://doi.org/10.1007/s00404-024-07400-w	journal-article	false	gpn_msa	crossref
10.1681/asn.2024y6ydkbhx	Genome-Wide DNA Methylation Association Study Identifies DNA Methylation Associated with ESKD	Journal of the American Society of Nephrology	2024	Ovid Technologies (Wolters Kluwer Health)	Zhou, Xiaohong	https://doi.org/10.1681/asn.2024y6ydkbhx	journal-article	false	gpn_exact;gpn_msa	crossref
10.1111/acel.14122	Genome‐wide profiles of DNA damage represent highly accurate predictors of mammalian age	Aging Cell	2024	Wiley	Cao, Huifen; Deng, Bolin; Song, Tianrong; Lian, Jiabian; Xia, Lu; Chu, Xiaojing; Zhang, Yufei; Yang, Fujian; Wang, Chunlian; Cai, Ye; Diao, Yong; Kapranov, Philipp	https://doi.org/10.1111/acel.14122	journal-article	false	gpn_exact	crossref
10.1530/rep-24-0035	Genome-wide profiling of the epigenetic landscape of histone variant TH2B in murine oocytes and pre-implantation embryos	Reproduction	2024	Oxford University Press (OUP)	Singh, Isha; Parte, Priyanka	https://doi.org/10.1530/rep-24-0035	journal-article	false	gpn_exact	crossref
10.1002/tpg2.20444	Genome‐wide scanning to identify and validate single nucleotide polymorphism markers associated with drought tolerance in spring wheat seedlings	The Plant Genome	2024	Wiley	Sallam, Ahmed; Dawood, Mona F. A.; Jarquín, Diego; Mohamed, Elsayed A.; Hussein, Mohamed Y.; Börner, Andreas; Ahmed, Asmaa A. M.	https://doi.org/10.1002/tpg2.20444	journal-article	false	nucleotide_tokenizer	crossref
10.18632/aging.205609	Genome-wide transcriptome profiling and development of age prediction models in the human brain	Aging	2024	Impact Journals, LLC	Zarrella, Joseph A.; Tsurumi, Amy	https://doi.org/10.18632/aging.205609	journal-article	false	gpn_exact	crossref
10.1111/pbr.13229	Genomic Analysis and Expression Dynamics of <i>GH3</i> Genes Under Abiotic Stresses in <scp><i>Brassica rapa</i></scp>	Plant Breeding	2024	Wiley	Karamat, Umer; Awan, Muhammad Jawad Akbar; Ahmad, Muhammad; Farooq, Muhammad Awais	https://doi.org/10.1111/pbr.13229	journal-article	false	plantgfm_exact	crossref
10.3390/ijms25052795	Genomic and Epigenomic Changes in the Progeny of Cold-Stressed Arabidopsis thaliana Plants	International Journal of Molecular Sciences	2024	MDPI AG	Rahman, Ashif; Yadav, Narendra Singh; Byeon, Boseon; Ilnytskyy, Yaroslav; Kovalchuk, Igor	https://doi.org/10.3390/ijms25052795	journal-article	false	gpn_plants	crossref
10.1016/j.stress.2024.100518	Genomic and transcriptomic analyses highlight evolutionary and functional characteristics of WRKY genes in Asterids	Plant Stress	2024	Elsevier BV	Kim, Seo-Jin; Kim, Seyeon; Park, Young-Soo; Cho, Hye Jeong; Kim, Seungill	https://doi.org/10.1016/j.stress.2024.100518	journal-article	false	plantgfm_exact	crossref
10.5376/jtsr.2024.14.0021	Genomic Insights into Tea Plant Immunity: Identifying Resistance Genes	Journal of Tea Science Research	2024	Sophia Publishing Group, Inc.	Zhang, Jie; Huang, Baofu	https://doi.org/10.5376/jtsr.2024.14.0021	journal-article	false	plantgfm_exact	crossref
10.1200/jco.2024.42.16_suppl.4552	Genomic landscape of metastatic clear cell renal cell carcinoma (mccRCC): A retrospective real-world analysis from Flatiron Health (FH)-Foundation Medicine, Inc. (FMI) clinico-genomic database (CGDB).	Journal of Clinical Oncology	2024	American Society of Clinical Oncology (ASCO)	Rizzo, Mimma; Pezzicoli, Gaetano; Porta, Camilla; Povero, Massimiliano; Pradelli, Lorenzo; Sicari, Emilia; Barbiero, Valentina Sara; Porta, Camillo	https://doi.org/10.1200/jco.2024.42.16_suppl.4552	journal-article	false	genomic_foundation_model	crossref
10.1038/s41467-024-46947-9	Genomic language model predicts protein co-regulation and function	Nature Communications	2024	Springer Science and Business Media LLC	Hwang, Yunha; Cornman, Andre L.; Kellogg, Elizabeth H.; Ovchinnikov, Sergey; Girguis, Peter R.	https://doi.org/10.1038/s41467-024-46947-9	journal-article	true	genome_scaling	crossref
10.1111/eva.13651	Genomic prediction based on preselected single‐nucleotide polymorphisms from genome‐wide association study and imputed whole‐genome sequence data annotation for growth traits in Duroc pigs	Evolutionary Applications	2024	Wiley	Zhang, Yuling; Zhuang, Zhanwei; Liu, Yiyi; Huang, Jinyan; Luan, Menghao; Zhao, Xiang; Dong, Linsong; Ye, Jian; Yang, Ming; Zheng, Enqin; Cai, Gengyuan; Wu, Zhenfang; Yang, Jie	https://doi.org/10.1111/eva.13651	journal-article	false	hyenadna_exact	crossref
10.2478/sg-2024-0002	Genomic predictions and candidate single nucleotide polymorphisms for growth, form, and wood properties of teak clones	Silvae Genetica	2024	Walter de Gruyter GmbH	Callister, Andrew N.; Jiménez-Madrigal, Jose P.; Whetten, Ross W.; Murillo, Olman	https://doi.org/10.2478/sg-2024-0002	journal-article	false	hyenadna_exact	crossref
